Suburb;Address;Rooms;Type;Price;Method;SellerG;Date;Distance;Postcode;Bedroom2;Bathroom;Car;Landsize;BuildingArea;YearBuilt;CouncilArea;Lattitude;Longtitude;Regionname;Propertycount
Reservoir;6 Wilkinson St;3;h;728000;S;hockingstuart;17/03/2018;12;3073;3;1;1;239;;;Darebin City Council;-3772697;14501904;Northern Metropolitan;21650
Reservoir;29 Broadhurst Av;4;h;950000;S;Ray;24/02/2018;12;3073;4;2;2;857;;;Darebin City Council;-3770869;14500526;Northern Metropolitan;21650
Reservoir;4/71 Crookston Rd;2;u;455000;S;Nelson;24/02/2018;12;3073;;;;;;;Darebin City Council;;;Northern Metropolitan;21650
Reservoir;61 Darebin Bvd;3;h;935000;S;HAR;24/02/2018;12;3073;3;1;2;892;;;Darebin City Council;-3770353;14502653;Northern Metropolitan;21650
Reservoir;37 Gilbank St;3;h;1285000;S;Nelson;24/02/2018;12;3073;3;2;2;551;134;1950;Darebin City Council;-3772381;14499419;Northern Metropolitan;21650
Reservoir;3/127 Hickford St;2;u;640000;S;Stockdale;24/02/2018;12;3073;;;;;;;Darebin City Council;;;Northern Metropolitan;21650
Reservoir;4/37 Oconnor St;2;u;515000;S;Barry;24/02/2018;12;3073;;;;;;;Darebin City Council;;;Northern Metropolitan;21650
Richmond;2/65 Westbank Tce;1;u;500000;SP;Domain;03/09/2016;26;3121;1;1;1;0;;;Yarra City Council;-378226;145013;Northern Metropolitan;14949
Richmond;21 Lambert St;3;t;1025000;SP;Jellis;03/12/2016;26;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;31 York St;2;h;1100000;SP;Biggin;03/12/2016;26;3121;;;;;;;Yarra City Council;-378129;1449925;Northern Metropolitan;14949
Richmond;502/39 Bosisto St;1;u;437500;SP;Biggin;04/03/2017;26;3121;1;1;1;778;;2013;Yarra City Council;-378177;1449972;Northern Metropolitan;14949
Richmond;412/10 Burnley St;1;u;421000;SP;Biggin;04/03/2017;26;3121;1;1;1;8223;57;2012;Yarra City Council;-378127;1450094;Northern Metropolitan;14949
Richmond;78 Davison St;5;h;3200000;SP;Jellis;04/03/2017;26;3121;5;3;3;618;260;1890;Yarra City Council;-378157;1450073;Northern Metropolitan;14949
Richmond;36/86 Burnley St;2;u;550000;SP;Jellis;06/08/2016;26;3121;2;1;2;0;68;2000;Yarra City Council;-37815;1450089;Northern Metropolitan;14949
Richmond;30 Cameron St;3;h;1474000;SP;Marshall;07/11/2016;26;3121;3;1;0;238;94;1900;Yarra City Council;-378167;1449977;Northern Metropolitan;14949
Richmond;16/2 New St;2;u;785000;SP;Biggin;07/11/2016;26;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;229/253 Bridge Rd;1;u;439000;SP;Biggin;10/09/2016;26;3121;1;1;1;3516;56;2011;Yarra City Council;-378183;1449979;Northern Metropolitan;14949
Richmond;7/42 Baker St;2;u;391000;SP;Caine;13/08/2016;26;3121;2;1;1;0;51;1965;Yarra City Council;-37812;1450029;Northern Metropolitan;14949
Richmond;704/8 Howard St;3;u;760000;SP;Nelson;14/05/2016;26;3121;3;2;1;0;120;2005;Yarra City Council;-378331;1449975;Northern Metropolitan;14949
Richmond;10/8 Hull St;2;u;640000;SP;Jellis;14/05/2016;26;3121;2;1;2;0;69;2000;Yarra City Council;-378173;1449965;Northern Metropolitan;14949
Richmond;92 Madden Gr;2;h;881000;SP;Jellis;16/04/2016;26;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;27/16 Goodwood St;2;t;810000;SP;hockingstuart;18/06/2016;26;3121;2;1;1;94;;;Yarra City Council;-378201;1449927;Northern Metropolitan;14949
Richmond;140/73 River St;2;u;604000;SP;Biggin;22/05/2016;26;3121;2;2;2;0;75;2009;Yarra City Council;-378189;1450131;Northern Metropolitan;14949
Richmond;211/18 Tanner St;1;u;450000;SP;RT;22/08/2016;26;3121;1;1;1;0;;;Yarra City Council;-378231;1449906;Northern Metropolitan;14949
Richmond;10 Botherambo St;2;t;1200000;SP;Jellis;25/02/2017;26;3121;2;2;1;170;89;1940;Yarra City Council;-378229;1449931;Northern Metropolitan;14949
Richmond;28 Farmer St;3;h;2055000;SP;Jellis;26/07/2016;26;3121;3;1;1;331;121;1960;Yarra City Council;-378263;1450085;Northern Metropolitan;14949
Richmond;52 Hunter St;2;h;1150000;SP;Biggin;27/11/2016;26;3121;2;1;0;156;80;1900;Yarra City Council;-378209;1450052;Northern Metropolitan;14949
Richmond;153/73 River St;2;u;560000;SP;Biggin;28/05/2016;26;3121;2;2;1;0;70;2004;Yarra City Council;-378189;1450131;Northern Metropolitan;14949
Richmond;2 Peers St;2;h;870000;SP;Biggin;28/08/2016;26;3121;2;1;1;100;;;Yarra City Council;-378136;1449927;Northern Metropolitan;14949
Richmond;213/253 Bridge Rd;1;u;370000;SP;Biggin;08/04/2017;26;3121;1;1;1;3512;;2011;Yarra City Council;-378183;1449979;Northern Metropolitan;14949
Richmond;308/633 Church St;3;u;790000;SP;Biggin;08/04/2017;26;3121;3;1;1;0;90;1999;Yarra City Council;-37833;144997;Northern Metropolitan;14949
Richmond;8/12 Howard St;1;u;485000;SP;Biggin;08/04/2017;26;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;8/7 Westbank Tce;2;u;490000;SP;Biggin;13/05/2017;26;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;21/72 Baker St;1;u;310000;SP;Jellis;20/05/2017;26;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;7/129 Hoddle St;2;u;890500;SP;Biggin;01/07/2017;24;3121;2;2;2;180;123;1940;Yarra City Council;-3781443;14499079;Northern Metropolitan;14949
Richmond;806/8 Garfield St;2;u;645000;SP;hockingstuart;17/06/2017;24;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;7/129 Hoddle St;2;u;890500;SP;Biggin;24/06/2017;24;3121;2;2;2;180;123;1940;Yarra City Council;-3781443;14499079;Northern Metropolitan;14949
Richmond;15/104 Rowena Pde;1;u;355000;SP;Biggin;24/06/2017;24;3121;1;1;0;1082;;1970;Yarra City Council;-378211;14499549;Northern Metropolitan;14949
Richmond;7/4 Smith St;1;u;314000;SP;Biggin;27/05/2017;24;3121;1;1;1;0;37;1970;Yarra City Council;-3781256;14499347;Northern Metropolitan;14949
Richmond;5/33 Goodwood St;2;u;630000;SP;Biggin;08/07/2017;24;3121;2;1;1;0;;1970;Yarra City Council;-3781977;14499597;Northern Metropolitan;14949
Richmond;3/21 Somerset St;2;u;590000;SP;Jellis;12/08/2017;24;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;107/61 Stawell St;1;u;432000;SP;Biggin;15/07/2017;24;3121;1;1;1;7455;;;Yarra City Council;-3782201;1450104;Northern Metropolitan;14949
Richmond;607/2 McGoun St;2;u;592000;SP;Biggin;22/07/2017;24;3121;2;2;2;2044;;;Yarra City Council;-37817;14499554;Northern Metropolitan;14949
Richmond;306/45 York St;2;u;685000;SP;Collins;22/07/2017;24;3121;2;2;1;0;77;2011;Yarra City Council;-37813;14499303;Northern Metropolitan;14949
Richmond;22 Cubitt St;2;h;1200000;SP;Jellis;09/09/2017;24;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;1/100 Rowena Pde;2;u;530000;SP;Biggin;16/09/2017;24;3121;2;1;1;;;1970;Yarra City Council;-3782106;14499522;Northern Metropolitan;14949
Richmond;57 Abinger St;2;h;931000;SP;Biggin;07/10/2017;24;3121;2;1;0;98;;1999;Yarra City Council;-3782035;14500285;Northern Metropolitan;14949
Richmond;3 Bennett St;4;h;1750000;SP;Biggin;14/10/2017;24;3121;4;2;2;351;162;1890;Yarra City Council;-3781176;14500649;Northern Metropolitan;14949
Richmond;13/200 Brighton St;2;u;736000;SP;Biggin;14/10/2017;24;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;13 Darlington Pde;2;h;1270000;SP;Biggin;14/10/2017;24;3121;2;1;;170;;;Yarra City Council;-3782074;14499801;Northern Metropolitan;14949
Richmond;401/3 Kennedy Av;2;u;900000;SP;Biggin;14/10/2017;24;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;205 Punt Rd;3;h;1100000;SP;Jellis;14/10/2017;24;3121;3;2;0;190;156;1900;Yarra City Council;-3781852;14499008;Northern Metropolitan;14949
Richmond;16/81 Edinburgh St;1;u;282000;SP;Biggin;21/10/2017;24;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;11 Judd St;2;h;1250000;SP;Biggin;21/10/2017;24;3121;2;2;2;;124;2010;Yarra City Council;-3781673;14499549;Northern Metropolitan;14949
Richmond;404/1 Margaret St;1;u;520000;SP;Biggin;21/10/2017;24;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;16/5 Stillman St;2;u;718000;SP;Jellis;21/10/2017;24;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;11 Judd St;2;h;1250000;SP;Biggin;28/10/2017;24;3121;2;2;2;;124;2010;Yarra City Council;-3781673;14499549;Northern Metropolitan;14949
Richmond;2/4 Margaret St;3;h;1280000;SP;Biggin;18/11/2017;24;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;12/86 Burnley St;1;u;401000;SP;Biggin;25/11/2017;24;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;65 Church St;3;h;951000;SP;Jellis;25/11/2017;24;3121;3;1;;116;98;1880;Yarra City Council;-37813;1450004;Northern Metropolitan;14949
Richmond;22 Durham St;3;h;1700000;SP;Biggin;06/01/2018;24;3121;3;2;2;169;123;1900;Yarra City Council;-3783261;14499895;Northern Metropolitan;14949
Richmond;49 Egan St;2;h;961000;SP;hockingstuart;09/12/2017;24;3121;2;1;;;;;Yarra City Council;-3781391;14499306;Northern Metropolitan;14949
Richmond;13/47 Mary St;3;h;1250000;SP;Biggin;09/12/2017;24;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;35 Shelley St;2;h;1360000;SP;Jellis;09/12/2017;24;3121;2;1;;139;65;1920;Yarra City Council;-378118;14499374;Northern Metropolitan;14949
Richmond;35/69 River St;3;u;850000;SP;Jellis;03/03/2018;24;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;184 Buckingham St;3;t;1150000;SP;Jellis;17/03/2018;24;3121;3;2;1;104;118;2002;Yarra City Council;-3781471;1450086;Northern Metropolitan;14949
Richmond;216/20 Burnley St;1;u;380000;SP;Biggin;17/03/2018;24;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;7/47 Cameron St;1;u;350000;SP;hockingstuart;17/03/2018;24;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;301/185 Lennox St;2;u;711650;SP;hockingstuart;17/03/2018;24;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;13/1 Princess St;3;h;1290000;SP;Biggin;17/03/2018;24;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;12 Waltham St;3;h;1930000;SP;Jellis;24/02/2018;24;3121;3;2;1;248;141;1930;Yarra City Council;-3781952;14499673;Northern Metropolitan;14949
Richmond;8/2 New St;2;t;785000;SA;Morleys;19/11/2016;26;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;1/77 Abinger St;2;u;660000;SA;Nelson;29/07/2017;24;3121;2;1;1;4422;;;Yarra City Council;-3782009;1450038;Northern Metropolitan;14949
Richmond;5/9 Goodwood St;1;u;415000;SA;RT;09/09/2017;24;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;36/73 River St;2;u;592000;SA;Jellis;09/09/2017;24;3121;2;2;1;14294;77;2006;Yarra City Council;-3781894;14501314;Northern Metropolitan;14949
Richmond;24 Butler St;2;h;937000;S;Biggin;03/09/2016;26;3121;2;1;1;125;103;1950;Yarra City Council;-378106;144994;Northern Metropolitan;14949
Richmond;81 Erin St;3;h;1260000;S;Biggin;03/09/2016;26;3121;2;1;0;203;81;1900;Yarra City Council;-378166;1449945;Northern Metropolitan;14949
Richmond;52 Lyndhurst St;3;t;1236000;S;Jellis;03/09/2016;26;3121;3;2;1;675;;;Yarra City Council;-378206;1450003;Northern Metropolitan;14949
Richmond;6/25 River St;2;u;795250;S;hockingstuart;03/09/2016;26;3121;2;1;2;0;85;1997;Yarra City Council;-378164;1450136;Northern Metropolitan;14949
Richmond;29/9 Tennyson St;2;u;582000;S;Biggin;03/09/2016;26;3121;2;1;1;0;75;2001;Yarra City Council;-37824;1449918;Northern Metropolitan;14949
Richmond;7 Bank St;3;h;1600000;S;hockingstuart;03/12/2016;26;3121;3;2;1;115;;;Yarra City Council;-378163;1449984;Northern Metropolitan;14949
Richmond;3/11 Brougham St;1;u;370000;S;Biggin;03/12/2016;26;3121;1;1;1;502;38;1950;Yarra City Council;-378214;1449997;Northern Metropolitan;14949
Richmond;4/5 Leslie St;2;u;630000;S;Biggin;03/12/2016;26;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;131 Lord St;4;h;3335000;S;Jellis;03/12/2016;26;3121;4;2;2;319;;1893;Yarra City Council;-378244;1450044;Northern Metropolitan;14949
Richmond;14 Rose St;3;t;2250000;S;Jellis;03/12/2016;26;3121;;;;;;;Yarra City Council;-378284;1450002;Northern Metropolitan;14949
Richmond;60 Somerset St;2;h;935000;S;Biggin;03/12/2016;26;3121;2;1;1;67;;1998;Yarra City Council;-378159;1450033;Northern Metropolitan;14949
Richmond;234 Coppin St;3;h;1102000;S;Dingle;04/02/2016;26;3121;3;2;0;194;;;Yarra City Council;-378265;1450022;Northern Metropolitan;14949
Richmond;3/24 Davison St;2;u;479000;S;Biggin;04/03/2017;26;3121;2;1;1;534;;1970;Yarra City Council;-378123;1450081;Northern Metropolitan;14949
Richmond;28/81 Edinburgh St;2;u;479000;S;Jellis;04/03/2017;26;3121;2;1;1;0;62;1970;Yarra City Council;-378258;1450057;Northern Metropolitan;14949
Richmond;32 Jubilee Pl;2;h;1042500;S;hockingstuart;04/03/2017;26;3121;2;1;1;80;;;Yarra City Council;-378126;145004;Northern Metropolitan;14949
Richmond;45 Lord St;2;h;1130000;S;Biggin;04/03/2017;26;3121;2;2;3;114;;;Yarra City Council;-378212;145005;Northern Metropolitan;14949
Richmond;414/6 Lord St;2;u;561000;S;Biggin;04/03/2017;26;3121;2;1;1;2571;66;2013;Yarra City Council;-378198;145005;Northern Metropolitan;14949
Richmond;101/18 Tanner St;2;u;635000;S;Biggin;04/03/2017;26;3121;2;2;1;2740;76;2003;Yarra City Council;-378231;1449906;Northern Metropolitan;14949
Richmond;32 Duke St;2;h;1025000;S;Jellis;04/06/2016;26;3121;2;1;1;169;92;1900;Yarra City Council;-378235;1450035;Northern Metropolitan;14949
Richmond;7/6 Lord St;2;u;555000;S;Biggin;04/06/2016;26;3121;;;;;;;Yarra City Council;-378198;145005;Northern Metropolitan;14949
Richmond;193 Mary St;2;h;1102000;S;Biggin;04/06/2016;26;3121;2;1;1;167;;;Yarra City Council;-378255;1450013;Northern Metropolitan;14949
Richmond;22 Buckingham St;2;h;720000;S;Biggin;06/08/2016;26;3121;;;;;;;Yarra City Council;-378141;1450011;Northern Metropolitan;14949
Richmond;21 Gardner St;3;h;1152500;S;Biggin;06/08/2016;26;3121;3;2;1;78;;;Yarra City Council;-378154;1450061;Northern Metropolitan;14949
Richmond;33a River St;4;h;1375000;S;hockingstuart;06/08/2016;26;3121;4;2;2;58;158;2007;Yarra City Council;-37817;1450135;Northern Metropolitan;14949
Richmond;28 Stawell St;3;h;1422000;S;hockingstuart;06/08/2016;26;3121;3;1;0;339;;;Yarra City Council;-378215;1450102;Northern Metropolitan;14949
Richmond;52 Brighton St;2;h;1506000;S;Biggin;07/05/2016;26;3121;2;2;1;220;131;1920;Yarra City Council;-378284;1449989;Northern Metropolitan;14949
Richmond;21 Leslie St;3;h;1090000;S;Biggin;07/05/2016;26;3121;3;1;3;283;;;Yarra City Council;-378127;1450073;Northern Metropolitan;14949
Richmond;305/28 Burnley St;1;u;327000;S;Biggin;07/11/2016;26;3121;1;1;1;0;43;2012;Yarra City Council;-378127;1450094;Northern Metropolitan;14949
Richmond;32 Cameron St;3;h;1555000;S;Marshall;07/11/2016;26;3121;3;1;0;250;115;1900;Yarra City Council;-378167;1449978;Northern Metropolitan;14949
Richmond;53/69 Palmer St;2;u;815000;S;Jellis;07/11/2016;26;3121;2;2;2;0;;;Yarra City Council;-378187;1450079;Northern Metropolitan;14949
Richmond;12/104 Rowena Pde;1;u;345000;S;Biggin;07/11/2016;26;3121;1;1;0;0;;1970;Yarra City Council;-378211;1449955;Northern Metropolitan;14949
Richmond;10 Wiltshire St;3;h;930000;S;Biggin;08/10/2016;26;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;12/200 Brighton St;2;u;695000;S;Jellis;10/09/2016;26;3121;2;1;2;0;68;1997;Yarra City Council;-378333;144998;Northern Metropolitan;14949
Richmond;6/33 Goodwood St;2;u;512000;S;Marshall;10/09/2016;26;3121;2;1;1;0;61;1970;Yarra City Council;-378198;144996;Northern Metropolitan;14949
Richmond;2/175 Kent St;2;t;855000;S;Jellis;10/09/2016;26;3121;2;1;1;92;115;1970;Yarra City Council;-37815;145008;Northern Metropolitan;14949
Richmond;503/6 Lord St;2;u;1040000;S;Jellis;10/09/2016;26;3121;3;2;2;0;95;2013;Yarra City Council;-378198;145005;Northern Metropolitan;14949
Richmond;5/285 Punt Rd;1;u;342000;S;Jellis;10/09/2016;26;3121;1;1;1;0;1;1970;Yarra City Council;-378214;1449896;Northern Metropolitan;14949
Richmond;508/18 Tanner St;1;u;681000;S;hockingstuart;10/09/2016;26;3121;1;1;1;0;50;2004;Yarra City Council;-378231;1449906;Northern Metropolitan;14949
Richmond;6/1 Barnet Wy;2;u;1066000;S;Abercromby's;10/12/2016;26;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;50B Duke St;3;h;1250000;S;Biggin;10/12/2016;26;3121;3;2;1;120;126;2010;Yarra City Council;-378243;1450034;Northern Metropolitan;14949
Richmond;22 Garfield St;2;h;990000;S;Biggin;10/12/2016;26;3121;2;1;1;117;75;1900;Yarra City Council;-37812;1449939;Northern Metropolitan;14949
Richmond;8 George St;2;h;1189000;S;Biggin;10/12/2016;26;3121;2;1;0;158;110;1900;Yarra City Council;-378232;1450002;Northern Metropolitan;14949
Richmond;308 Lennox St;2;h;1220000;S;Biggin;10/12/2016;26;3121;2;1;1;166;88;1900;Yarra City Council;-378245;1449933;Northern Metropolitan;14949
Richmond;47 Lord St;2;h;1220000;S;Biggin;10/12/2016;26;3121;2;1;1;80;;;Yarra City Council;-378213;145005;Northern Metropolitan;14949
Richmond;149 Mary St;3;h;1100000;S;Abercromby's;10/12/2016;26;3121;3;1;0;162;81;1915;Yarra City Council;-378241;1450015;Northern Metropolitan;14949
Richmond;12a Rose St;3;h;2857000;S;Jellis;10/12/2016;26;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;26 Thomas St;3;h;1346000;S;Biggin;10/12/2016;26;3121;3;1;0;187;;;Yarra City Council;-378169;144996;Northern Metropolitan;14949
Richmond;1/1 Ellis St;2;u;600000;S;Biggin;11/02/2017;26;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;73 Brighton St;2;h;1340000;S;Kay;12/11/2016;26;3121;2;1;0;178;;;Yarra City Council;-378289;1449992;Northern Metropolitan;14949
Richmond;36 Charlotte St;2;h;1421000;S;Biggin;12/11/2016;26;3121;2;1;0;196;;;Yarra City Council;-378254;145;Northern Metropolitan;14949
Richmond;25 Egan St;3;h;1074000;S;Marshall;12/11/2016;26;3121;3;1;0;245;140;1900;Yarra City Council;-378138;1449921;Northern Metropolitan;14949
Richmond;8 Hodgson Tce;3;h;1205000;S;Biggin;12/11/2016;26;3121;3;1;0;164;;;Yarra City Council;-378198;1449979;Northern Metropolitan;14949
Richmond;35A Hunter St;2;t;1430000;S;Jellis;12/11/2016;26;3121;2;2;2;153;125;2004;Yarra City Council;-378209;1450055;Northern Metropolitan;14949
Richmond;2/35 Jubilee Pl;3;t;1220000;S;hockingstuart;12/11/2016;26;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;41 Shelley St;3;h;1465000;S;Biggin;12/11/2016;26;3121;3;2;2;233;170;1993;Yarra City Council;-378122;1449937;Northern Metropolitan;14949
Richmond;41 Clifton St;2;h;1035000;S;Jellis;13/08/2016;26;3121;2;1;0;108;;1900;Yarra City Council;-378251;1449959;Northern Metropolitan;14949
Richmond;9/13 Manton St;2;u;530000;S;Biggin;13/08/2016;26;3121;2;1;1;0;;1965;Yarra City Council;-378236;145009;Northern Metropolitan;14949
Richmond;38a Buckingham St;2;t;930000;S;Jellis;14/05/2016;26;3121;2;1;1;97;85;2004;Yarra City Council;-37814;145002;Northern Metropolitan;14949
Richmond;77 Buckingham St;3;h;1182000;S;Biggin;14/05/2016;26;3121;3;1;1;199;110;1920;Yarra City Council;-378139;1450039;Northern Metropolitan;14949
Richmond;27 Glass St;3;h;1115000;S;Whiting;14/05/2016;26;3121;3;2;2;129;120;1980;Yarra City Council;-37824;1450052;Northern Metropolitan;14949
Richmond;8 Malleson St;3;h;1420000;S;Jellis;14/05/2016;26;3121;3;1;0;198;119;1890;Yarra City Council;-378225;1450007;Northern Metropolitan;14949
Richmond;603/120 Palmer St;1;u;390000;S;LITTLE;14/05/2016;26;3121;1;1;1;0;40;2011;Yarra City Council;-378195;1450103;Northern Metropolitan;14949
Richmond;3 Portland St;3;h;3020000;S;Jellis;14/05/2016;26;3121;3;2;2;389;;;Yarra City Council;-378214;1449951;Northern Metropolitan;14949
Richmond;1a Tudor St;2;h;800000;S;Jellis;14/05/2016;26;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;31 Westbank Tce;3;h;1346000;S;hockingstuart;14/05/2016;26;3121;2;1;1;207;;;Yarra City Council;-378215;1450132;Northern Metropolitan;14949
Richmond;6/366 Church St;2;u;680000;S;Jellis;15/10/2016;26;3121;2;1;1;0;52;2012;Yarra City Council;-37823;1449982;Northern Metropolitan;14949
Richmond;4a Gardner St;2;t;1081000;S;hockingstuart;15/10/2016;26;3121;2;1;1;126;115;1995;Yarra City Council;-37814;145006;Northern Metropolitan;14949
Richmond;3/26 Gordon St;2;t;955000;S;Jellis;15/10/2016;26;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;42 Hunter St;2;h;860000;S;Biggin;15/10/2016;26;3121;2;2;0;74;95;2000;Yarra City Council;-378207;1450053;Northern Metropolitan;14949
Richmond;48 Rooney St;3;h;1820000;S;Jellis;15/10/2016;26;3121;3;1;1;410;;1900;Yarra City Council;-378292;1450029;Northern Metropolitan;14949
Richmond;35 Shelley St;2;h;905000;S;Biggin;15/10/2016;26;3121;2;1;0;139;54;1920;Yarra City Council;-378118;1449937;Northern Metropolitan;14949
Richmond;401/18 Tanner St;2;u;691000;S;Biggin;15/10/2016;26;3121;2;2;1;0;85;2008;Yarra City Council;-378231;1449906;Northern Metropolitan;14949
Richmond;11 Barkly Av;4;h;1540000;S;Jellis;16/04/2016;26;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;29 Bennett St;3;h;1088000;S;Jellis;16/04/2016;26;3121;3;3;2;168;120;1915;Yarra City Council;-378126;1450064;Northern Metropolitan;14949
Richmond;2/310 Burnley St;3;t;911000;S;Biggin;16/04/2016;26;3121;3;2;1;0;110;2000;Yarra City Council;-378238;1450072;Northern Metropolitan;14949
Richmond;30 Highett St;4;h;3001000;S;Biggin;16/04/2016;26;3121;2;3;1;544;241;1920;Yarra City Council;-378152;1449922;Northern Metropolitan;14949
Richmond;9/63 Stawell St;2;u;638000;S;Biggin;16/04/2016;26;3121;2;2;1;0;77;2008;Yarra City Council;-37822;1450104;Northern Metropolitan;14949
Richmond;80 Bunting St;2;h;951000;S;hockingstuart;16/07/2016;26;3121;2;1;0;108;;1905;Yarra City Council;-378259;1450089;Northern Metropolitan;14949
Richmond;215 Burnley St;2;h;912000;S;Collins;16/07/2016;26;3121;2;1;2;204;;;Yarra City Council;-37821;1450082;Northern Metropolitan;14949
Richmond;6/361 Church St;1;u;415000;S;Jellis;16/07/2016;26;3121;1;1;1;0;;;Yarra City Council;-378234;1449985;Northern Metropolitan;14949
Richmond;158 Mary St;3;h;1285000;S;hockingstuart;16/07/2016;26;3121;4;2;1;133;;;Yarra City Council;-378246;1450012;Northern Metropolitan;14949
Richmond;3 Type St;2;h;1220000;S;Jellis;16/07/2016;26;3121;2;1;1;219;;;Yarra City Council;-378203;14501;Northern Metropolitan;14949
Richmond;18 Buckingham St;3;h;900000;S;Biggin;17/09/2016;26;3121;3;3;1;58;60;2009;Yarra City Council;-378139;1450012;Northern Metropolitan;14949
Richmond;36 Elm Gr;3;h;1695000;S;Marshall;17/09/2016;26;3121;3;1;3;210;118;1900;Yarra City Council;-378247;1450001;Northern Metropolitan;14949
Richmond;6 Kennedy St;3;h;1365000;S;Nelson;17/09/2016;26;3121;3;1;1;301;110;1935;Yarra City Council;-378134;1450055;Northern Metropolitan;14949
Richmond;117 Lord St;2;h;1088000;S;Biggin;17/09/2016;26;3121;2;1;0;158;;;Yarra City Council;-378239;1450045;Northern Metropolitan;14949
Richmond;110 Mary St;3;h;1765000;S;hockingstuart;17/09/2016;26;3121;4;1;2;332;;;Yarra City Council;-378232;1450014;Northern Metropolitan;14949
Richmond;14/2 New St;2;t;750000;S;Morleys;17/09/2016;26;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;435 Punt Rd;3;h;961000;S;Biggin;17/09/2016;26;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;58 Rooney St;2;h;1045000;S;Biggin;17/09/2016;26;3121;2;1;2;200;90;1900;Yarra City Council;-378294;1450029;Northern Metropolitan;14949
Richmond;8 Survey St;4;h;1591000;S;Collins;17/09/2016;26;3121;4;2;1;263;145;1900;Yarra City Council;-378261;1450127;Northern Metropolitan;14949
Richmond;305/45 York St;1;u;402000;S;hockingstuart;17/09/2016;26;3121;1;1;1;0;;;Yarra City Council;-37813;144993;Northern Metropolitan;14949
Richmond;6 Brady St;3;h;1275000;S;Biggin;18/03/2017;26;3121;3;2;1;132;95;1900;Yarra City Council;-37822;1450041;Northern Metropolitan;14949
Richmond;83 Buckingham St;2;h;1035000;S;Marshall;18/03/2017;26;3121;2;1;0;100;;;Yarra City Council;-378139;1450042;Northern Metropolitan;14949
Richmond;16/10 Elaine Ct;3;u;931000;S;Biggin;18/03/2017;26;3121;3;2;2;0;;;Yarra City Council;-378128;1450139;Northern Metropolitan;14949
Richmond;14 Hunter St;3;h;2640000;S;hockingstuart;18/03/2017;26;3121;3;1;1;309;;;Yarra City Council;-3782;1450054;Northern Metropolitan;14949
Richmond;21A Kent St;2;t;842000;S;Jellis;18/03/2017;26;3121;2;2;1;0;2;;Yarra City Council;-378145;1450014;Northern Metropolitan;14949
Richmond;1/40 Bridge Rd;2;u;505000;S;hockingstuart;18/06/2016;26;3121;;;;;;;Yarra City Council;;;Northern Metropolitan;14949
Richmond;134 Coppin St;3;h;1456000;S;Jellis;18/06/2016;26;3121;3;2;1;157;141;1900;Yarra City Council;-378225;1450029;Northern Metropolitan;14949
Richmond;28 Corsair St;2;h;1145000;S;Biggin;18/06/2016;26;3121;2;1;0;170;;1910;Yarra City Council;-378226;1450064;Northern Metropolitan;14949
